dateRep,year,month,day,cases,deaths,countriesAndTerritories,geoId,popData2020,countryterritoryCode,continentExp
03/02/2020,2020,02,03,11,0,Spain,ES,47332614,ESP,Europe
02/02/2020,2020,02,02,10,0,Spain,ES,47332614,ESP,Europe
01/02/2020,2020,02,01,16,0,Spain,ES,47332614,ESP,Europe
31/01/2020,2020,01,31,3,0,Spain,ES,47332614,ESP,Europe
30/01/2020,2020,01,30,1,0,Spain,ES,47332614,ESP,Europe
29/01/2020,2020,01,29,4,0,Spain,ES,47332614,ESP,Europe
28/01/2020,2020,01,28,1,0,Spain,ES,47332614,ESP,Europe
27/01/2020,2020,01,27,1,0,Spain,ES,47332614,ESP,Europe
26/01/2020,2020,01,26,1,0,Spain,ES,47332614,ESP,Europe
25/01/2020,2020,01,25,1,0,Spain,ES,47332614,ESP,Europe
24/01/2020,2020,01,24,2,0,Spain,ES,47332614,ESP,Europe
23/01/2020,2020,01,23,2,0,Spain,ES,47332614,ESP,Europe
22/01/2020,2020,01,22,0,0,Spain,ES,47332614,ESP,Europe
21/01/2020,2020,01,21,0,0,Spain,ES,47332614,ESP,Europe
20/01/2020,2020,01,20,3,0,Spain,ES,47332614,ESP,Europe
19/01/2020,2020,01,19,0,0,Spain,ES,47332614,ESP,Europe
18/01/2020,2020,01,18,2,0,Spain,ES,47332614,ESP,Europe
17/01/2020,2020,01,17,1,0,Spain,ES,47332614,ESP,Europe
16/01/2020,2020,01,16,1,0,Spain,ES,47332614,ESP,Europe
15/01/2020,2020,01,15,1,0,Spain,ES,47332614,ESP,Europe
14/01/2020,2020,01,14,0,0,Spain,ES,47332614,ESP,Europe
13/01/2020,2020,01,13,2,0,Spain,ES,47332614,ESP,Europe
12/01/2020,2020,01,12,1,0,Spain,ES,47332614,ESP,Europe
11/01/2020,2020,01,11,1,0,Spain,ES,47332614,ESP,Europe
10/01/2020,2020,01,10,2,0,Spain,ES,47332614,ESP,Europe
09/01/2020,2020,01,09,0,0,Spain,ES,47332614,ESP,Europe
08/01/2020,2020,01,08,0,0,Spain,ES,47332614,ESP,Europe
07/01/2020,2020,01,07,1,0,Spain,ES,47332614,ESP,Europe
06/01/2020,2020,01,06,0,0,Spain,ES,47332614,ESP,Europe
05/01/2020,2020,01,05,0,0,Spain,ES,47332614,ESP,Europe
04/01/2020,2020,01,04,0,0,Spain,ES,47332614,ESP,Europe
03/01/2020,2020,01,03,1,0,Spain,ES,47332614,ESP,Europe
02/01/2020,2020,01,02,0,0,Spain,ES,47332614,ESP,Europe
01/01/2020,2020,01,01,1,0,Spain,ES,47332614,ESP,Europe
